"105,3","107,6","113,4"
"101,6","105,8","106,2"
"102,3","104,0","105,5"
"105,4","113,7","110,9"
"104,4","107,4","114,7"
"104,7","95,8","107,2"
"103,9","101,4","103,8"
"103,0","106,0","108,0"
"103,1","113,5","112,7"
"100,6","111,2","111,6"
"105,1","107,6","113,1"
"100,6","104,6","107,6"
"104,8","114,0","116,9"
"103,8","108,1","112,4"
"102,8","109,2","112,5"
"106,0","114,0","123,5"
"106,6","115,9","123,1"
"108,7","108,4","106,8"
"106,6","106,6","114,5"
